NombreArchivo,RutaArchivo,Clase_Alofono,Alofono
s00549_a_n4.wav,DataSet22/DataSetTrain/DataSetPadre1/DataSetA/a/s00549_a_n4.wav,1,a
s00549_a_n5.wav,DataSet22/DataSetTrain/DataSetPadre1/DataSetA/a/s00549_a_n5.wav,1,a
s00549_a_n6.wav,DataSet22/DataSetTrain/DataSetPadre1/DataSetA/a/s00549_a_n6.wav,1,a
s00550_a.wav,DataSet22/DataSetTrain/DataSetPadre1/DataSetA/a/s00550_a.wav,1,a
s00601_a.wav,DataSet22/DataSetTrain/DataSetPadre1/DataSetA/a/s00601_a.wav,1,a
s00601_a_n2.wav,DataSet22/DataSetTrain/DataSetPadre1/DataSetA/a/s00601_a_n2.wav,1,a
s00601_a_n3.wav,DataSet22/DataSetTrain/DataSetPadre1/DataSetA/a/s00601_a_n3.wav,1,a
s00601_a_n4.wav,DataSet22/DataSetTrain/DataSetPadre1/DataSetA/a/s00601_a_n4.wav,1,a
s00601_a_n5.wav,DataSet22/DataSetTrain/DataSetPadre1/DataSetA/a/s00601_a_n5.wav,1,a
s00601_a_n6.wav,DataSet22/DataSetTrain/DataSetPadre1/DataSetA/a/s00601_a_n6.wav,1,a
s00601_a_n7.wav,DataSet22/DataSetTrain/DataSetPadre1/DataSetA/a/s00601_a_n7.wav,1,a
s00601_a_n8.wav,DataSet22/DataSetTrain/DataSetPadre1/DataSetA/a/s00601_a_n8.wav,1,a
s00602_a.wav,DataSet22/DataSetTrain/DataSetPadre1/DataSetA/a/s00602_a.wav,1,a
s00602_a_n2.wav,DataSet22/DataSetTrain/DataSetPadre1/DataSetA/a/s00602_a_n2.wav,1,a
s00602_a_n3.wav,DataSet22/DataSetTrain/DataSetPadre1/DataSetA/a/s00602_a_n3.wav,1,a
s00603_a.wav,DataSet22/DataSetTrain/DataSetPadre1/DataSetA/a/s00603_a.wav,1,a
s00603_a_n2.wav,DataSet22/DataSetTrain/DataSetPadre1/DataSetA/a/s00603_a_n2.wav,1,a
s00603_a_n3.wav,DataSet22/DataSetTrain/DataSetPadre1/DataSetA/a/s00603_a_n3.wav,1,a
s00603_a_n4.wav,DataSet22/DataSetTrain/DataSetPadre1/DataSetA/a/s00603_a_n4.wav,1,a
s00603_a_n5.wav,DataSet22/DataSetTrain/DataSetPadre1/DataSetA/a/s00603_a_n5.wav,1,a
s00603_a_n6.wav,DataSet22/DataSetTrain/DataSetPadre1/DataSetA/a/s00603_a_n6.wav,1,a
s00604_a.wav,DataSet22/DataSetTrain/DataSetPadre1/DataSetA/a/s00604_a.wav,1,a
s00604_a_n2.wav,DataSet22/DataSetTrain/DataSetPadre1/DataSetA/a/s00604_a_n2.wav,1,a
s00604_a_n3.wav,DataSet22/DataSetTrain/DataSetPadre1/DataSetA/a/s00604_a_n3.wav,1,a
s00604_a_n4.wav,DataSet22/DataSetTrain/DataSetPadre1/DataSetA/a/s00604_a_n4.wav,1,a
s00604_a_n5.wav,DataSet22/DataSetTrain/DataSetPadre1/DataSetA/a/s00604_a_n5.wav,1,a
s00605_a.wav,DataSet22/DataSetTrain/DataSetPadre1/DataSetA/a/s00605_a.wav,1,a
s00605_a_n2.wav,DataSet22/DataSetTrain/DataSetPadre1/DataSetA/a/s00605_a_n2.wav,1,a
s00605_a_n3.wav,DataSet22/DataSetTrain/DataSetPadre1/DataSetA/a/s00605_a_n3.wav,1,a
s00605_a_n4.wav,DataSet22/DataSetTrain/DataSetPadre1/DataSetA/a/s00605_a_n4.wav,1,a
s00605_a_n5.wav,DataSet22/DataSetTrain/DataSetPadre1/DataSetA/a/s00605_a_n5.wav,1,a
s00605_a_n6.wav,DataSet22/DataSetTrain/DataSetPadre1/DataSetA/a/s00605_a_n6.wav,1,a
s00606_a.wav,DataSet22/DataSetTrain/DataSetPadre1/DataSetA/a/s00606_a.wav,1,a
s00606_a_n2.wav,DataSet22/DataSetTrain/DataSetPadre1/DataSetA/a/s00606_a_n2.wav,1,a
s00606_a_n3.wav,DataSet22/DataSetTrain/DataSetPadre1/DataSetA/a/s00606_a_n3.wav,1,a
