NombreArchivo,RutaArchivo,Clase_Alofono,Alofono
s00743_k_n3.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00743_k_n3.wav,8,k
s00744_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00744_k.wav,8,k
s00744_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00744_k_n2.wav,8,k
s00745_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00745_k.wav,8,k
s00747_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00747_k.wav,8,k
s00747_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00747_k_n2.wav,8,k
s00747_k_n3.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00747_k_n3.wav,8,k
s00748_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00748_k.wav,8,k
s00748_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00748_k_n2.wav,8,k
s00748_k_n3.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00748_k_n3.wav,8,k
s00748_k_n4.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00748_k_n4.wav,8,k
s00749_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00749_k.wav,8,k
s00750_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00750_k.wav,8,k
s00750_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00750_k_n2.wav,8,k
s00750_k_n3.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00750_k_n3.wav,8,k
s00750_k_n4.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00750_k_n4.wav,8,k
s00801_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00801_k.wav,8,k
s00801_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00801_k_n2.wav,8,k
s00802_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00802_k.wav,8,k
s00803_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00803_k.wav,8,k
s00804_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00804_k.wav,8,k
s00804_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00804_k_n2.wav,8,k
s00805_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00805_k.wav,8,k
s00805_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00805_k_n2.wav,8,k
s00805_k_n3.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00805_k_n3.wav,8,k
s00805_k_n4.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00805_k_n4.wav,8,k
s00805_k_n5.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00805_k_n5.wav,8,k
s00806_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00806_k.wav,8,k
s00806_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00806_k_n2.wav,8,k
s00807_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00807_k.wav,8,k
s00807_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00807_k_n2.wav,8,k
s00807_k_n3.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00807_k_n3.wav,8,k
s00808_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00808_k.wav,8,k
s00808_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00808_k_n2.wav,8,k
s00808_k_n3.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00808_k_n3.wav,8,k
s00808_k_n4.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00808_k_n4.wav,8,k
s00808_k_n5.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00808_k_n5.wav,8,k
s00809_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00809_k.wav,8,k
s00809_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00809_k_n2.wav,8,k
s00810_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00810_k.wav,8,k
s00810_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00810_k_n2.wav,8,k
s00811_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00811_k.wav,8,k
s00812_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00812_k.wav,8,k
s00812_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00812_k_n2.wav,8,k
s00813_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00813_k.wav,8,k
s00813_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00813_k_n2.wav,8,k
s00813_k_n3.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00813_k_n3.wav,8,k
