NombreArchivo,RutaArchivo,Clase_Alofono,Alofono
s00317_k_n4.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00317_k_n4.wav,8,k
s00318_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00318_k.wav,8,k
s00318_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00318_k_n2.wav,8,k
s00319_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00319_k.wav,8,k
s00320_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00320_k.wav,8,k
s00321_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00321_k.wav,8,k
s00322_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00322_k.wav,8,k
s00322_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00322_k_n2.wav,8,k
s00323_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00323_k.wav,8,k
s00325_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00325_k.wav,8,k
s00325_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00325_k_n2.wav,8,k
s00325_k_n3.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00325_k_n3.wav,8,k
s00325_k_n4.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00325_k_n4.wav,8,k
s00327_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00327_k.wav,8,k
s00328_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00328_k.wav,8,k
s00328_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00328_k_n2.wav,8,k
s00329_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00329_k.wav,8,k
s00330_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00330_k.wav,8,k
s00331_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00331_k.wav,8,k
s00331_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00331_k_n2.wav,8,k
s00333_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00333_k.wav,8,k
s00333_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00333_k_n2.wav,8,k
s00335_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00335_k.wav,8,k
s00336_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00336_k.wav,8,k
s00337_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00337_k.wav,8,k
s00337_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00337_k_n2.wav,8,k
s00338_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00338_k.wav,8,k
s00338_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00338_k_n2.wav,8,k
s00339_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00339_k.wav,8,k
s00339_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00339_k_n2.wav,8,k
s00339_k_n3.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00339_k_n3.wav,8,k
s00340_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00340_k.wav,8,k
s00341_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00341_k.wav,8,k
s00341_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00341_k_n2.wav,8,k
s00341_k_n3.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00341_k_n3.wav,8,k
s00341_k_n4.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00341_k_n4.wav,8,k
s00342_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00342_k.wav,8,k
s00344_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00344_k.wav,8,k
s00345_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00345_k.wav,8,k
s00345_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00345_k_n2.wav,8,k
s00345_k_n3.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00345_k_n3.wav,8,k
s00346_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00346_k.wav,8,k
s00346_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00346_k_n2.wav,8,k
s00347_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00347_k.wav,8,k
s00348_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00348_k.wav,8,k
s00349_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00349_k.wav,8,k
s00349_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00349_k_n2.wav,8,k
s00350_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00350_k.wav,8,k
s00401_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00401_k.wav,8,k
s00401_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00401_k_n2.wav,8,k
s00401_k_n3.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00401_k_n3.wav,8,k
s00401_k_n4.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00401_k_n4.wav,8,k
s00402_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00402_k.wav,8,k
s00403_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00403_k.wav,8,k
s00404_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00404_k.wav,8,k
s00404_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00404_k_n2.wav,8,k
s00405_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00405_k.wav,8,k
s00405_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00405_k_n2.wav,8,k
s00405_k_n3.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00405_k_n3.wav,8,k
s00405_k_n4.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00405_k_n4.wav,8,k
s00405_k_n5.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00405_k_n5.wav,8,k
s00406_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00406_k.wav,8,k
s00406_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00406_k_n2.wav,8,k
s00407_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00407_k.wav,8,k
s00407_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00407_k_n2.wav,8,k
s00408_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00408_k.wav,8,k
s00408_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00408_k_n2.wav,8,k
s00408_k_n3.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s00408_k_n3.wav,8,k
