NombreArchivo,RutaArchivo,Clase_Alofono,Alofono
s01221_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01221_k_n2.wav,8,k
s01221_k_n3.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01221_k_n3.wav,8,k
s01222_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01222_k.wav,8,k
s01222_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01222_k_n2.wav,8,k
s01223_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01223_k.wav,8,k
s01223_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01223_k_n2.wav,8,k
s01223_k_n3.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01223_k_n3.wav,8,k
s01224_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01224_k.wav,8,k
s01225_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01225_k.wav,8,k
s01225_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01225_k_n2.wav,8,k
s01225_k_n3.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01225_k_n3.wav,8,k
s01226_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01226_k.wav,8,k
s01227_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01227_k.wav,8,k
s01227_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01227_k_n2.wav,8,k
s01227_k_n3.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01227_k_n3.wav,8,k
s01228_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01228_k.wav,8,k
s01228_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01228_k_n2.wav,8,k
s01228_k_n3.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01228_k_n3.wav,8,k
s01230_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01230_k.wav,8,k
s01230_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01230_k_n2.wav,8,k
s01231_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01231_k.wav,8,k
s01232_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01232_k.wav,8,k
s01233_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01233_k.wav,8,k
s01234_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01234_k.wav,8,k
s01235_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01235_k.wav,8,k
s01236_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01236_k.wav,8,k
s01237_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01237_k.wav,8,k
s01237_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01237_k_n2.wav,8,k
s01237_k_n3.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01237_k_n3.wav,8,k
s01237_k_n4.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01237_k_n4.wav,8,k
s01238_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01238_k.wav,8,k
s01238_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01238_k_n2.wav,8,k
s01238_k_n3.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01238_k_n3.wav,8,k
s01239_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01239_k.wav,8,k
s01239_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01239_k_n2.wav,8,k
s01239_k_n3.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01239_k_n3.wav,8,k
s01240_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01240_k.wav,8,k
s01240_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01240_k_n2.wav,8,k
s01241_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01241_k.wav,8,k
s01242_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01242_k.wav,8,k
s01243_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01243_k.wav,8,k
s01243_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01243_k_n2.wav,8,k
s01244_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01244_k.wav,8,k
s01245_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01245_k.wav,8,k
s01245_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01245_k_n2.wav,8,k
s01245_k_n3.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01245_k_n3.wav,8,k
s01245_k_n4.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01245_k_n4.wav,8,k
s01246_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01246_k.wav,8,k
s01246_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01246_k_n2.wav,8,k
s01246_k_n3.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01246_k_n3.wav,8,k
s01246_k_n4.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01246_k_n4.wav,8,k
s01247_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01247_k.wav,8,k
s01247_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01247_k_n2.wav,8,k
s01248_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01248_k.wav,8,k
s01250_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01250_k.wav,8,k
s01250_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01250_k_n2.wav,8,k
s01250_k_n3.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01250_k_n3.wav,8,k
s01301_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01301_k.wav,8,k
s01302_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01302_k.wav,8,k
s01302_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01302_k_n2.wav,8,k
s01303_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01303_k.wav,8,k
s01303_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01303_k_n2.wav,8,k
s01303_k_n3.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01303_k_n3.wav,8,k
s01304_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01304_k.wav,8,k
s01304_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01304_k_n2.wav,8,k
s01304_k_n3.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01304_k_n3.wav,8,k
s01304_k_n4.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01304_k_n4.wav,8,k
s01305_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01305_k.wav,8,k
s01305_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01305_k_n2.wav,8,k
s01305_k_n3.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01305_k_n3.wav,8,k
s01305_k_n4.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01305_k_n4.wav,8,k
s01305_k_n5.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01305_k_n5.wav,8,k
s01306_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01306_k.wav,8,k
s01306_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01306_k_n2.wav,8,k
s01307_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01307_k.wav,8,k
s01307_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01307_k_n2.wav,8,k
s01308_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01308_k.wav,8,k
s01309_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01309_k.wav,8,k
s01309_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01309_k_n2.wav,8,k
s01310_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01310_k.wav,8,k
s01310_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01310_k_n2.wav,8,k
s01310_k_n3.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01310_k_n3.wav,8,k
s01310_k_n4.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01310_k_n4.wav,8,k
s01311_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01311_k.wav,8,k
s01312_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01312_k.wav,8,k
s01312_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01312_k_n2.wav,8,k
s01314_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01314_k.wav,8,k
s01314_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01314_k_n2.wav,8,k
s01314_k_n3.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01314_k_n3.wav,8,k
s01314_k_n4.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01314_k_n4.wav,8,k
s01314_k_n5.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01314_k_n5.wav,8,k
s01315_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01315_k.wav,8,k
s01315_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01315_k_n2.wav,8,k
s01315_k_n3.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01315_k_n3.wav,8,k
s01315_k_n4.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01315_k_n4.wav,8,k
s01315_k_n5.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01315_k_n5.wav,8,k
s01316_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01316_k.wav,8,k
s01318_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01318_k.wav,8,k
s01319_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01319_k.wav,8,k
s01319_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01319_k_n2.wav,8,k
s01320_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01320_k.wav,8,k
s01320_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01320_k_n2.wav,8,k
s01320_k_n3.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01320_k_n3.wav,8,k
s01322_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01322_k.wav,8,k
s01323_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01323_k.wav,8,k
s01323_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01323_k_n2.wav,8,k
s01323_k_n3.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01323_k_n3.wav,8,k
s01325_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01325_k.wav,8,k
s01325_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01325_k_n2.wav,8,k
s01325_k_n3.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01325_k_n3.wav,8,k
s01326_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01326_k.wav,8,k
s01327_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01327_k.wav,8,k
s01327_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01327_k_n2.wav,8,k
s01328_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01328_k.wav,8,k
s01328_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01328_k_n2.wav,8,k
s01329_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01329_k.wav,8,k
s01330_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s01330_k.wav,8,k
