NombreArchivo,RutaArchivo,Clase_Alofono,Alofono
s02532_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s02532_k_n2.wav,8,k
s02533_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s02533_k.wav,8,k
s02533_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s02533_k_n2.wav,8,k
s02534_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s02534_k.wav,8,k
s02534_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s02534_k_n2.wav,8,k
s02534_k_n3.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s02534_k_n3.wav,8,k
s02534_k_n4.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s02534_k_n4.wav,8,k
s02535_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s02535_k.wav,8,k
s02535_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s02535_k_n2.wav,8,k
s02536_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s02536_k.wav,8,k
s02536_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s02536_k_n2.wav,8,k
s02536_k_n3.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s02536_k_n3.wav,8,k
s02538_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s02538_k.wav,8,k
s02538_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s02538_k_n2.wav,8,k
s02538_k_n3.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s02538_k_n3.wav,8,k
s02539_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s02539_k.wav,8,k
s02540_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s02540_k.wav,8,k
s02540_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s02540_k_n2.wav,8,k
s02541_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s02541_k.wav,8,k
s02541_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s02541_k_n2.wav,8,k
s02541_k_n3.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s02541_k_n3.wav,8,k
s02541_k_n4.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s02541_k_n4.wav,8,k
s02542_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s02542_k.wav,8,k
s02543_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s02543_k.wav,8,k
s02544_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s02544_k.wav,8,k
s02544_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s02544_k_n2.wav,8,k
s02544_k_n3.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s02544_k_n3.wav,8,k
s02545_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s02545_k.wav,8,k
s02546_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s02546_k.wav,8,k
s02546_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s02546_k_n2.wav,8,k
s02547_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s02547_k.wav,8,k
s02547_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s02547_k_n2.wav,8,k
s02547_k_n3.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s02547_k_n3.wav,8,k
s02547_k_n4.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s02547_k_n4.wav,8,k
s02548_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s02548_k.wav,8,k
s02549_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s02549_k.wav,8,k
s02549_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s02549_k_n2.wav,8,k
s02550_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s02550_k.wav,8,k
s02550_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s02550_k_n2.wav,8,k
s02601_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s02601_k.wav,8,k
s02602_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s02602_k.wav,8,k
s02603_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s02603_k.wav,8,k
s02604_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s02604_k.wav,8,k
s02605_k.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s02605_k.wav,8,k
s02605_k_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetK/k/s02605_k_n2.wav,8,k
