NombreArchivo,RutaArchivo,Clase_Alofono,Alofono
s01505_tS.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetTS/tS/s01505_tS.wav,12,tS
s01510_tS.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetTS/tS/s01510_tS.wav,12,tS
s01518_tS.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetTS/tS/s01518_tS.wav,12,tS
s01529_tS.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetTS/tS/s01529_tS.wav,12,tS
s01529_tS_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetTS/tS/s01529_tS_n2.wav,12,tS
s01536_tS.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetTS/tS/s01536_tS.wav,12,tS
s01539_tS.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetTS/tS/s01539_tS.wav,12,tS
s01540_tS.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetTS/tS/s01540_tS.wav,12,tS
s01545_tS.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetTS/tS/s01545_tS.wav,12,tS
s01605_tS.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetTS/tS/s01605_tS.wav,12,tS
s01610_tS.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetTS/tS/s01610_tS.wav,12,tS
s01633_tS.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetTS/tS/s01633_tS.wav,12,tS
s01639_tS.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetTS/tS/s01639_tS.wav,12,tS
s01639_tS_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetTS/tS/s01639_tS_n2.wav,12,tS
s01644_tS.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetTS/tS/s01644_tS.wav,12,tS
s01705_tS.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetTS/tS/s01705_tS.wav,12,tS
s01710_tS.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetTS/tS/s01710_tS.wav,12,tS
s01711_tS.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetTS/tS/s01711_tS.wav,12,tS
s01713_tS.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetTS/tS/s01713_tS.wav,12,tS
s01719_tS.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetTS/tS/s01719_tS.wav,12,tS
s01724_tS.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetTS/tS/s01724_tS.wav,12,tS
s01738_tS.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetTS/tS/s01738_tS.wav,12,tS
s01805_tS.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetTS/tS/s01805_tS.wav,12,tS
s01810_tS.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetTS/tS/s01810_tS.wav,12,tS
s01819_tS.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetTS/tS/s01819_tS.wav,12,tS
s01839_tS.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetTS/tS/s01839_tS.wav,12,tS
s01905_tS.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetTS/tS/s01905_tS.wav,12,tS
s01905_tS_n2.wav,DataSet22/DataSetTrain/DataSetPadre2/DataSetTS/tS/s01905_tS_n2.wav,12,tS
